clean_text,label,airline_sentiment,tweet_created,airline,retweet_count
results handily exceed forecasts,1,neutral,2015-02-20 18:22:07+00:00,Virgin America,0
applied position wondering guys received application,1,neutral,2015-02-20 18:20:27+00:00,Virgin America,0
achieves second year profitability despite revenue pressure,1,neutral,2015-02-20 18:05:06+00:00,Virgin America,0
gives positive outlook sees increased competition,1,neutral,2015-02-20 17:52:06+00:00,Virgin America,0
trying check into flight tmm desktop website working some sort caching bug sos,0,negative,2015-02-20 17:50:46+00:00,Virgin America,0
weather delays next few weeks jfk bos dca,1,neutral,2015-02-20 17:44:52+00:00,Virgin America,0
check website before airport,1,neutral,2015-02-20 17:42:45+00:00,Virgin America,0
guys know check links emails broken,0,negative,2015-02-20 17:28:56+00:00,Virgin America,0
pilot says expect choppy landing nyc due some gusty winds temperature about degrees windchill,1,neutral,2015-02-20 17:25:10+00:00,Virgin America,0
loved wait monday return flight mostly watch inflight safety video again sorrynotsorry,2,positive,2015-02-20 16:53:23+00:00,Virgin America,0
lost luggage days ago flight lax iad calling every day response please give back stuff,0,negative,2015-02-20 16:38:54+00:00,Virgin America,1
flight booking problems section website seems broken chrome wanna look into,0,negative,2015-02-20 16:36:16+00:00,Virgin America,0
wanted see any new routes planned year newark love flying guys hope,2,positive,2015-02-20 16:13:40+00:00,Virgin America,0
mean probably inappropriate while board,2,positive,2015-02-20 16:06:55+00:00,Virgin America,0
happy spend day together let,2,positive,2015-02-20 16:00:33+00:00,Virgin America,0
saving sanity right now,1,neutral,2015-02-20 15:54:14+00:00,Virgin America,0
missed flight standby work,1,neutral,2015-02-20 15:33:05+00:00,Virgin America,0
understanding helped out thx comps,2,positive,2015-02-20 15:31:43+00:00,Virgin America,0
brought way across country today see,1,neutral,2015-02-20 15:21:19+00:00,Virgin America,0
thank absolutely,2,positive,2015-02-20 15:15:25+00:00,Virgin America,0
looks like broken link assets,0,negative,2015-02-20 15:11:57+00:00,Virgin America,0
ready let say together noooo turbulence today,1,neutral,2015-02-20 14:38:47+00:00,Virgin America,0
manage itinerary section website seems broken,0,negative,2015-02-20 14:15:16+00:00,Virgin America,0
check site looks like every time loads,0,negative,2015-02-20 13:50:31+00:00,Virgin America,0
help needs urgent treatment old battling cancer help flights freyasfund,1,neutral,2015-02-20 11:32:59+00:00,Virgin America,2
start service hawaii sanfrancisco year biztravel,1,neutral,2015-02-20 08:30:42+00:00,Virgin America,0
other carriers less than half price round trip fare stunned,0,negative,2015-02-20 06:47:14+00:00,Virgin America,0
wtf happening pdx late flight march such one way sfo,0,negative,2015-02-20 06:44:02+00:00,Virgin America,0
add dtw sold,1,neutral,2015-02-20 05:39:26+00:00,Virgin America,0
about some free drinks flight back free promo,2,positive,2015-02-20 05:27:20+00:00,Virgin America,0
thanks,2,positive,2015-02-20 04:48:52+00:00,Virgin America,0
momma made,1,neutral,2015-02-20 04:45:02+00:00,Virgin America,0
please contact about portfolio left flight jfk sfo tonite seat need returned call,1,neutral,2015-02-20 04:39:00+00:00,Virgin America,0
help flight jkf tonight seat left portfolio need back,1,neutral,2015-02-20 04:33:04+00:00,Virgin America,0
seattle bound wifey duffle vday keeper holla,1,neutral,2015-02-20 04:22:06+00:00,Virgin America,1
luggage gone filed paperwork promised call email still resolution response central luggage,0,negative,2015-02-20 03:10:57+00:00,Virgin America,0
debbie baldwin gave rockstar performance safety demo evening las sfo bestcrew sherocks,1,neutral,2015-02-20 03:06:21+00:00,Virgin America,0
thanks,2,positive,2015-02-20 02:57:58+00:00,Virgin America,0
thanks taking care flight rockstars travel,2,positive,2015-02-20 02:54:57+00:00,Virgin America,0
thanks lovely soft views travel san sfo,2,positive,2015-02-20 02:48:00+00:00,Virgin America,0
requested mileage challenge status several weeks ago online haven heard back help,0,negative,2015-02-20 02:18:54+00:00,Virgin America,0
trying book tickets nyc facing super fun broken styling don worry keep trying,0,negative,2015-02-20 01:37:29+00:00,Virgin America,0
many thanks follow ourprincess freyasfund usa bandie looking any help,1,neutral,2015-02-20 01:16:21+00:00,Virgin America,1
nice lofty view silverstatus,1,neutral,2015-02-20 01:05:53+00:00,Virgin America,0
applied status match feb confirmation email same day still news though guys dropped ball late flightly,0,negative,2015-02-20 01:04:14+00:00,Virgin America,0
new airline,1,neutral,2015-02-20 00:46:25+00:00,Virgin America,0
help ourprincess need some help usa,1,neutral,2015-02-20 00:44:08+00:00,Virgin America,1
adore looking forward flight austin two weeks,2,positive,2015-02-19 23:31:58+00:00,Virgin America,0
glad mentioned took first virgin flight few years back transformative experience,2,positive,2015-02-19 22:51:54+00:00,Virgin America,0
flight booking problems flight uphold status match taxes ticket count earned status points statusmatch virginamerica,1,neutral,2015-02-19 22:43:07+00:00,Virgin America,0
trying check looks like site down,0,negative,2015-02-19 22:25:30+00:00,Virgin America,0
spending birthday night dal dca home,0,negative,2015-02-19 22:06:59+00:00,Virgin America,1
sent couple messages email provided avail try again next year cheers,0,negative,2015-02-19 21:45:37+00:00,Virgin America,0
first time flying virgin went sanfrancisco thanks smooth ride easily new fav airline,2,positive,2015-02-19 21:39:45+00:00,Virgin America,0
seriously though direct flights sfo fll,0,negative,2015-02-19 21:27:10+00:00,Virgin America,0
fine already done purchase try most way through then back,0,negative,2015-02-19 21:18:18+00:00,Virgin America,0
really experience hoping forced check small carry nothing empty cabin space board,0,negative,2015-02-19 21:14:23+00:00,Virgin America,0
wjere luggage slow lax,0,negative,2015-02-19 21:08:44+00:00,Virgin America,0
jump into dallas austin market,1,neutral,2015-02-19 21:08:16+00:00,Virgin America,0
spoke representative offered solution loyal customer who flies well,0,negative,2015-02-19 20:45:39+00:00,Virgin America,0
deeply disappointed birthday promo applied trip booked mere days before received email,0,negative,2015-02-19 20:44:32+00:00,Virgin America,0
happened direct flights sfo fll looking only see connecting help dontdothistome,0,negative,2015-02-19 19:46:18+00:00,Virgin America,0
help left blazer kooples jacket bag row second seat right gate lax flight sfo,1,neutral,2015-02-19 19:42:17+00:00,Virgin America,0
partners checkout mobile payment method help boost mobile conversion rates etailwest payments visa,1,neutral,2015-02-19 19:29:52+00:00,Virgin America,0
promoting product problem southwest recommend noneother than best,2,positive,2015-02-19 19:24:12+00:00,Virgin America,0
love guys pls some direct routes las aus,2,positive,2015-02-19 19:20:05+00:00,Virgin America,0
like help some flights please,1,neutral,2015-02-19 18:53:44+00:00,Virgin America,0
bruh turn down vxsafetydance,1,neutral,2015-02-19 18:53:21+00:00,Virgin America,0
course work obsessed entire virgin family,2,positive,2015-02-19 18:47:21+00:00,Virgin America,0
first time flying tonight,2,positive,2015-02-19 18:33:33+00:00,Virgin America,0
digging swanky pink mood lighting during flight nyc sfo needs cabaret singer think about,1,neutral,2015-02-19 18:25:48+00:00,Virgin America,0
done need receipt asap please help,1,neutral,2015-02-19 18:10:32+00:00,Virgin America,0
embossed badges patches superior ones currently using,0,negative,2015-02-19 17:59:30+00:00,Virgin America,0
jfk dirty plane standards,0,negative,2015-02-19 17:35:28+00:00,Virgin America,0
flight headed jfk dirtiest plane ever sad great airline,0,negative,2015-02-19 17:32:53+00:00,Virgin America,0
squared away someone picked soon tweeted tweeted sooner,2,positive,2015-02-19 17:22:02+00:00,Virgin America,0
avis rental continue button doesn work website book car tried times phone sucks,0,negative,2015-02-19 17:14:05+00:00,Virgin America,0
delayed,0,negative,2015-02-19 17:08:38+00:00,Virgin America,0
currently minute being hold cust service need anything add lap child reservation,0,negative,2015-02-19 17:05:26+00:00,Virgin America,0
adds pillows instead lie flat seats first class arms race,1,neutral,2015-02-19 16:50:54+00:00,Virgin America,0
course fun celebrating thanks happy chinese new year,2,positive,2015-02-19 16:48:57+00:00,Virgin America,0
flight booking problems last second flight next week sfo san any chance want gift promo code since love guys,2,positive,2015-02-19 16:46:06+00:00,Virgin America,0
comenity bank joke please change nothing constant problems bank,0,negative,2015-02-19 16:29:12+00:00,Virgin America,0
add,1,neutral,2015-02-19 16:01:38+00:00,Virgin America,0
grandma ella bday greeting flight crew stewardess eastern airlines,2,positive,2015-02-19 15:50:15+00:00,Virgin America,0
bought tix atx dallas route thanks adding love airline website best transactional site ever,2,positive,2015-02-19 15:38:36+00:00,Virgin America,0
anytime sugafly,1,neutral,2015-02-19 15:29:12+00:00,Virgin America,0
gave credit late flight flight yesterday great service wow moment unexpected gesture,2,positive,2015-02-19 15:19:30+00:00,Virgin America,0
need receipt flight change send one,1,neutral,2015-02-19 15:13:44+00:00,Virgin America,0
submitted status match request while back still haven heard flying monday look accelerate,0,negative,2015-02-19 14:53:05+00:00,Virgin America,0
safety video loved first cross country flight livewelltraveled sytycd,2,positive,2015-02-19 13:45:37+00:00,Virgin America,0
doesn look fat looks yummy,2,positive,2015-02-19 12:52:54+00:00,Virgin America,0
ceo says southwest jetblue strayed low cost model,1,neutral,2015-02-19 12:46:09+00:00,Virgin America,0
brilliant brisk boston cue,1,neutral,2015-02-19 12:10:40+00:00,Virgin America,0
atlantic ploughs lone furrow middleeast,1,neutral,2015-02-19 11:00:16+00:00,Virgin America,0
atlantic ploughs lone furrow middleeast,1,neutral,2015-02-19 10:00:12+00:00,Virgin America,0
atlantic ploughs lone furrow middleeast,1,neutral,2015-02-19 07:15:05+00:00,Virgin America,0
omg omg nonstop dallas austin virgin,2,positive,2015-02-19 06:58:33+00:00,Virgin America,0
planes really pretty thought know,2,positive,2015-02-19 05:24:43+00:00,Virgin America,0
flying hawaii,1,neutral,2015-02-19 04:27:20+00:00,Virgin America,0
pulling hair out trying book flight site doesn work iphone ipad don computer help,0,negative,2015-02-19 04:03:13+00:00,Virgin America,0
thank,2,positive,2015-02-19 03:07:06+00:00,Virgin America,0
some help support ticket days incident thank,0,negative,2015-02-19 02:47:14+00:00,Virgin America,0
good home texas moodlighting,2,positive,2015-02-19 02:41:58+00:00,Virgin America,0
cannot even open laptop seat paid premium let out,0,negative,2015-02-19 01:22:12+00:00,Virgin America,0
seat cannot even open laptop paid extra seat,0,negative,2015-02-19 01:11:34+00:00,Virgin America,0
only guys starting those flights end month guess still road tripping feb,1,neutral,2015-02-19 00:42:43+00:00,Virgin America,0
thanks needing way make those austin trips dca now come through,2,positive,2015-02-19 00:26:34+00:00,Virgin America,0
announced new route austin fares way,1,neutral,2015-02-19 00:19:28+00:00,Virgin America,3
really sprint thought guys kewl,1,neutral,2015-02-19 00:05:47+00:00,Virgin America,0
too cool never planes now,2,positive,2015-02-18 23:48:09+00:00,Virgin America,0
dollar lax las fares,1,neutral,2015-02-18 23:39:30+00:00,Virgin America,0
great well deserved,2,positive,2015-02-18 23:25:15+00:00,Virgin America,0
fyi info com email address say contact password reset emails doesn exist emails bounce,0,negative,2015-02-18 22:26:30+00:00,Virgin America,0
status match weeks gone news flt next week hope flt count towards requirement cust svc help,0,negative,2015-02-18 21:50:03+00:00,Virgin America,0
website sucks donkey dicks thought know best,0,negative,2015-02-18 21:18:41+00:00,Virgin America,0
still develop app then favorite airline,1,neutral,2015-02-18 20:48:46+00:00,Virgin America,0
crap channels why pay watch,0,negative,2015-02-18 20:42:49+00:00,Virgin America,0
set thanks,2,positive,2015-02-18 20:32:54+00:00,Virgin America,0
channel year,1,neutral,2015-02-18 20:25:38+00:00,Virgin America,0
only thing see passbook virgin mobile mexico integrate,1,neutral,2015-02-18 20:18:28+00:00,Virgin America,0
giants virgin america match made heaven,2,positive,2015-02-18 20:08:48+00:00,Virgin America,0
thank goodness see friday nwk boom,2,positive,2015-02-18 20:08:28+00:00,Virgin America,0
come don iphone app still using making waste paper,0,negative,2015-02-18 19:56:18+00:00,Virgin America,0
back seat entertainment system accept credit cards apostrophe surname apostrophefail,0,negative,2015-02-18 19:40:21+00:00,Virgin America,0
use lga slots instead today adding aus makes less likely,0,negative,2015-02-18 19:37:27+00:00,Virgin America,0
helping step game tindertips tinderchamp,1,neutral,2015-02-18 18:59:47+00:00,Virgin America,0
luv people product thing charge herbal tea black tea caffeine drinker,2,positive,2015-02-18 18:49:22+00:00,Virgin America,0
thank see soon excited see expansion destinations spread those wings,2,positive,2015-02-18 18:45:18+00:00,Virgin America,0
